Safari 6|Safari/536.26|
Safari 6|Version/6.0Safari/536.25|
Safari 5.2|Version/5.2Safari/536.6.1|
Safari 5.1|Safari/534.6|
Safari 5.1|Version/5.1.7Safari/534.57.2|
Safari 5.1|Safari/534.57.2|
Safari 5.1|Version/5.1.6Safari/534.56.5|
Safari 5.1|Version/5.1.5Safari/534.55.3|
Safari 5.1|Version/5.1.4Safari/534.54.16|
Safari 5.1|Version/5.1.3Safari/534.53.10|
Safari 5.1|Version/5.1.2Safari/534.52.7|
Safari 5.1|Version/5.1.1Safari/534.51.22|
Safari 5.1|Version/5.1Safari/534.50|
Safari 5.1|Version/5.1Safari/534.48.3|
Safari 5.1|Safari/7534.48.3|
Safari 5.1|Safari/534.34|
Safari 5.0|Version/5.0.6Safari/533.22.3|
Safari 5.0|Version/5.0.5Safari/533.21.1|
Safari 5.0|Version/5.0.4Safari/533.20.27|
Safari 5.0|Version/5.0.3Safari/533.19.4|
Safari 5.0|Version/5.0.2Safari/533.18.54|
Safari 5.0|Version/5.0.2Safari/533.18.5|
Safari 5.0|Version/5.0.1Safari/533.17.8|
Safari 5.0|Version/5.0Safari/533.16|
Safari 4.1|Version/4.1.3Safari/533.19.4|
Safari 4.1|Version/4.1.2Safari/533.18.5|
Safari 4.1|Version/4.1.1Safari/533.17.8|
Safari 4.1|Version/4.1Safari/533.16|
Safari 4.0|Version/4.0.5Safari/531.22.7|
Safari 4.0|Version/4.0.4Safari/531.21.10|
Safari 4.0|Version/4.0.3Safari/531.9|
Safari 4.0|Version/4.0.2Safari/530.19|
Safari 4.0|Version/4.0.1Safari/530.18|
Safari 4.0|Version/4.0Safari/534.30|
Safari 4.0|Version/4.0Safari/530.17|
Safari 4.0|Safari/533.21.1|
Safari 4.0|Version/4.0Safari/534.13|
Safari 3.2|Version/3.2.3Safari/525.28|
Safari 3.2|Version/3.2.1Safari/525.27|
Safari 3.1|Version/3.1.2Safari/525.20|
Safari 3.1|Version/3.1.1Safari/525.20|
Safari 3.1|Version/3.1.1Mobile/5F136Safari/525.20|
Safari 3.1|Version/3.1Safari/525.19|
Safari 3.1|Safari/525.13|
Safari 3.0|Version/3.0.4Safari/523.12|
Safari 3.0|Version/3.0.4Safari/523.10|
Safari 2.0|Safari/413|
Safari 1.0|Version/1.0Safari/532.2|
Safari|Safari|
SeaMonkey|SeaMonkey|
Shiira|Shiira|
Sleipnir|Sleipnir|
Slim Browser|SlimBrowser|
SWare Iron|Iron/|
Swiftweasel|Swiftweasel|
Thunderbird|Thunderbird|
Vienna|Vienna|
Windows RSS Platform|Windows-RSS-Platform|
Mozilla Minefield|Minefield|
Netscape|Netscape|
BlackBerry Browser|BlackBerry|
iPad|iPad|
iPod Touch|iPodtouch|
iPod|iPod|
PS 2|PlayStation2|
PS 3|PLAYSTATION3|
PSP 2|PlayStationPortable);2.00|
PSP|PlayStationPortable|
PSP Vita|PlaystationVita|
PSP|PSP|
KHTML 3|KHTML/3|
KHTML|KHTML|
Mozilla Project|Mozilla|
|||
